avgHumidity,county,dewPoint,fire,maxHumidity,maxTemp,maxWind,meanTemp,minHumidity,minTemp,startDate
70,Contra Costa,56,0,100,86,16,69,40,51,7/27/16
68,Contra Costa,54,0,93,80,16,67,42,53,8/19/10
75,Contra Costa,55,0,93,73,20,65,57,57,8/4/11
77,Contra Costa,55,0,93,72,20,64,61,55,8/6/11
73,Contra Costa,53,0,93,72,23,64,53,55,9/11/16
72,Contra Costa,54,0,93,75,17,65,51,54,9/9/16
73,Contra Costa,53,0,100,80,23,61,45,42,9/20/13
71,Contra Costa,52,0,89,72,20,59,53,46,10/13/16
68,Contra Costa,38,0,92,63,20,50,43,36,11/9/11
63,Contra Costa,22,0,85,45,9,34,41,23,12/8/13
84,Contra Costa,53,0,100,68,16,57,67,46,1/28/14
57,Contra Costa,36,0,92,66,14,49,22,31,2/27/13
69,Contra Costa,46,0,89,67,18,54,48,41,3/3/13
78,Contra Costa,44,0,93,58,25,49,63,40,4/7/15
58,Contra Costa,46,0,77,75,20,62,38,49,5/15/13
78,Contra Costa,51,0,93,67,22,60,63,53,6/17/11
61,Contra Costa,45,0,93,78,25,62,29,46,6/8/12
75,Contra Costa,51,0,93,70,23,61,57,51,6/14/15
75,Contra Costa,52,0,93,72,24,63,57,54,7/28/13
70,Contra Costa,52,0,86,74,67,64,53,53,7/12/13
70,Contra Costa,54,0,93,76,22,66,46,56,7/23/15
73,Contra Costa,53,0,96,74,17,62,49,49,8/15/10
72,Contra Costa,53,0,86,70,23,63,57,55,8/20/11
71,Contra Costa,58,0,93,81,18,70,48,59,8/21/14
67,Contra Costa,47,0,100,77,22,61,33,44,9/4/15
48,Contra Costa,35,0,86,84,20,64,10,43,9/23/17
84,Contra Costa,58,0,100,70,14,64,68,57,9/19/10
69,Contra Costa,46,0,100,74,12,57,38,40,10/20/13
89,Contra Costa,47,0,100,58,8,50,77,41,11/21/14
65,Contra Costa,34,0,100,65,32,49,30,33,12/1/16
86,Contra Costa,43,0,100,58,15,49,72,39,1/15/11
79,Contra Costa,40,0,100,58,9,46,57,34,2/20/16
75,Contra Costa,48,0,100,74,15,59,49,44,3/11/17
71,Contra Costa,54,0,93,73,20,64,49,54,4/25/12
77,Contra Costa,47,0,100,70,16,54,53,38,5/12/10
64,Contra Costa,54,0,86,82,17,69,42,55,6/28/16
69,Contra Costa,49,0,93,75,22,62,44,48,6/25/12
84,Contra Costa,60,0,100,74,18,67,68,60,6/4/10
68,Contra Costa,55,0,86,78,20,68,50,58,7/10/17
74,Contra Costa,58,0,93,79,25,69,54,59,7/22/14
59,Contra Costa,54,0,100,96,16,73,17,50,7/28/15
72,Contra Costa,55,0,86,73,24,65,57,56,8/27/16
74,Contra Costa,56,0,90,71,23,65,57,58,8/14/17
70,Contra Costa,54,0,86,74,16,66,53,57,8/23/13
46,Contra Costa,42,0,76,88,16,65,15,42,9/6/15
46,Contra Costa,47,0,78,90,13,71,14,52,9/27/16
65,Contra Costa,50,0,93,76,18,63,36,50,9/8/12
62,Contra Costa,52,0,96,87,8,68,27,49,10/13/11
80,Contra Costa,42,0,100,60,9,48,60,36,11/17/13
60,Contra Costa,29,0,100,63,22,47,20,30,12/19/13
75,Contra Costa,30,0,100,48,49,38,50,28,1/10/11
60,Contra Costa,36,0,100,67,28,52,20,37,2/1/11
80,Contra Costa,52,0,100,64,17,55,60,45,3/6/14
66,Contra Costa,49,0,93,61,41,55,39,48,4/23/11
74,Contra Costa,44,0,100,67,16,51,48,35,5/28/10
77,Contra Costa,53,0,100,76,15,64,53,51,6/7/14
53,Contra Costa,48,0,93,87,17,67,13,46,6/20/16
72,Contra Costa,49,0,100,78,17,60,43,42,6/20/10
67,Contra Costa,55,0,93,79,21,68,40,57,7/11/15
71,Contra Costa,57,0,100,83,20,68,42,53,7/13/15
83,Contra Costa,56,0,93,65,16,62,73,58,7/9/15
73,Contra Costa,53,0,93,74,21,64,53,53,8/4/12
66,Contra Costa,58,0,90,81,21,70,42,59,8/2/15
62,Contra Costa,55,0,84,82,23,70,40,58,8/3/15
70,Contra Costa,55,0,100,84,15,67,40,50,9/16/14
68,Contra Costa,50,0,100,80,15,62,35,43,9/23/15
70,Contra Costa,50,0,93,75,15,63,46,50,9/6/12
30,Contra Costa,27,0,50,85,12,64,10,43,10/5/13
70,Contra Costa,52,0,93,61,14,55,47,48,11/19/16
92,Contra Costa,48,0,100,55,25,50,83,45,12/28/10
83,Contra Costa,49,0,100,58,26,49,66,40,1/13/16
83,Contra Costa,43,0,100,59,20,48,66,37,2/5/13
74,Contra Costa,45,0,100,69,12,53,48,37,3/23/14
70,Contra Costa,55,0,100,81,14,65,39,48,4/8/14
75,Contra Costa,55,0,93,75,22,65,57,54,5/4/17
64,Contra Costa,49,0,93,80,20,62,35,43,6/17/10
77,Contra Costa,53,0,93,70,25,61,61,52,6/6/15
71,Contra Costa,51,0,89,72,21,61,53,50,6/15/14
74,Contra Costa,52,0,93,69,24,61,55,52,7/5/16
73,Contra Costa,53,0,93,76,17,65,53,53,7/23/10
71,Contra Costa,53,0,86,71,18,64,55,56,7/6/13
77,Contra Costa,56,0,100,78,20,64,54,50,8/11/14
64,Contra Costa,53,0,93,84,18,66,35,47,8/7/12
78,Contra Costa,52,0,93,69,21,61,63,53,8/11/10
69,Contra Costa,58,0,90,80,21,71,47,61,9/21/14
64,Contra Costa,50,0,93,81,13,65,35,48,9/23/10
70,Contra Costa,50,0,100,81,13,63,39,44,9/5/10
76,Contra Costa,55,0,93,68,18,63,58,57,10/4/11
71,Contra Costa,37,0,100,62,9,47,42,31,11/11/15
89,Contra Costa,56,0,100,64,16,58,78,51,12/5/14
57,Contra Costa,32,0,89,71,20,51,25,30,1/17/14
70,Contra Costa,39,0,93,58,28,48,47,37,2/22/17
89,Contra Costa,51,0,100,66,20,55,78,44,3/2/16
70,Contra Costa,43,0,92,66,16,53,48,40,4/14/12
71,Contra Costa,48,0,89,68,18,59,52,49,5/17/15
64,Contra Costa,49,0,93,80,20,62,35,43,6/17/10
62,Contra Costa,54,0,84,81,23,70,39,59,6/26/17
64,Contra Costa,49,0,93,81,18,64,35,46,6/13/17
68,Contra Costa,54,0,86,76,18,65,50,54,7/25/13
68,Contra Costa,54,0,96,82,18,65,39,47,7/4/10
77,Contra Costa,54,0,100,76,17,64,54,52,7/28/11
69,Contra Costa,54,0,87,77,20,66,50,55,8/21/13
76,Contra Costa,57,0,90,72,22,66,61,60,8/20/14
75,Contra Costa,54,0,93,73,20,63,57,53,8/25/16
58,Contra Costa,46,0,86,77,22,61,29,45,9/22/16
45,Contra Costa,48,0,77,100,8,75,12,50,9/28/10
79,Contra Costa,57,0,100,74,15,63,57,52,9/28/14
78,Contra Costa,46,0,100,67,14,55,56,43,10/23/13
72,Contra Costa,38,0,93,61,16,47,51,33,11/24/16
64,Contra Costa,33,0,82,54,9,45,45,35,12/23/17
65,Contra Costa,32,0,100,68,15,46,29,24,1/14/14
77,Contra Costa,44,0,100,70,18,54,53,37,2/7/16
80,Contra Costa,44,0,96,55,33,49,64,42,3/20/11
68,Contra Costa,56,0,93,84,14,68,43,51,4/20/12
66,Contra Costa,52,0,93,81,14,65,39,49,5/11/13
58,Contra Costa,44,0,83,70,26,60,33,49,6/15/16
77,Contra Costa,54,0,93,70,28,62,61,54,6/11/14
73,Contra Costa,52,0,100,77,17,63,46,49,6/21/10
73,Contra Costa,55,0,93,72,21,62,53,52,7/13/11
71,Contra Costa,53,0,93,75,26,65,49,54,7/21/13
74,Contra Costa,58,0,90,75,23,68,57,61,7/2/15
69,Contra Costa,54,0,87,77,21,67,50,56,8/10/13
71,Contra Costa,55,0,93,80,17,69,48,57,8/9/16
75,Contra Costa,55,0,93,73,20,65,57,57,8/4/11
69,Contra Costa,54,0,90,77,22,65,47,52,9/14/17
76,Contra Costa,61,0,97,80,22,70,54,60,9/6/17
66,Contra Costa,50,0,93,79,18,63,39,47,9/14/16
84,Contra Costa,56,0,100,70,25,58,68,46,10/14/14
69,Contra Costa,44,0,86,61,18,53,51,45,11/27/16
58,Contra Costa,36,0,76,60,17,51,40,41,12/2/15
47,Contra Costa,26,0,76,65,14,50,17,34,1/8/12
82,Contra Costa,49,0,100,66,7,55,63,44,2/16/10
89,Contra Costa,48,0,100,61,26,52,78,43,3/21/16
75,Contra Costa,43,0,93,59,28,52,57,45,4/13/12
60,Contra Costa,51,0,93,88,15,67,26,46,5/19/17
77,Contra Costa,52,0,100,72,24,60,53,48,6/22/14
73,Contra Costa,52,0,93,75,16,64,53,52,6/26/11
75,Contra Costa,52,0,96,74,20,63,53,51,6/10/11
66,Contra Costa,56,0,93,80,20,69,39,58,7/12/15
78,Contra Costa,52,0,93,69,24,61,63,53,7/6/10
81,Contra Costa,52,0,100,72,21,61,61,50,7/5/10
71,Contra Costa,55,0,87,76,21,66,54,56,8/19/16
66,Contra Costa,53,0,93,81,20,67,39,52,8/17/12
65,Contra Costa,51,0,93,86,16,66,37,45,8/27/12
70,Contra Costa,56,0,97,80,28,67,42,53,9/18/17
73,Contra Costa,47,0,100,73,16,58,46,42,9/19/12
53,Contra Costa,46,0,93,99,16,74,13,49,9/25/16
62,Contra Costa,54,0,89,88,10,71,34,53,10/14/11
70,Contra Costa,40,0,100,63,22,50,39,37,11/16/16
81,Contra Costa,37,0,100,59,6,45,62,30,12/27/17
48,Contra Costa,29,0,72,68,16,50,24,31,1/13/12
80,Contra Costa,34,0,100,53,14,42,59,30,2/20/11
84,Contra Costa,52,0,93,57,47,52,74,47,3/16/12
59,Contra Costa,37,0,89,66,18,50,29,33,4/1/15
80,Contra Costa,45,0,93,57,20,51,66,45,5/16/11
60,Contra Costa,54,0,100,97,21,73,20,48,6/8/14
75,Contra Costa,53,0,96,74,16,63,53,51,6/22/10
70,Contra Costa,52,0,93,75,25,64,46,52,6/3/13
59,Contra Costa,54,0,100,96,16,73,17,50,7/28/15
72,Contra Costa,54,0,93,78,18,65,50,51,7/17/13
77,Contra Costa,54,0,100,77,21,63,53,48,7/25/15
72,Contra Costa,55,0,86,73,24,65,57,56,8/27/16
74,Contra Costa,55,0,93,76,16,66,54,55,8/18/16
63,Contra Costa,53,0,89,84,13,69,37,53,8/13/12
71,Contra Costa,55,0,93,81,24,68,49,54,9/12/15
62,Contra Costa,55,0,93,90,12,71,30,51,9/23/11
46,Contra Costa,44,0,77,93,14,72,14,50,9/27/17
72,Contra Costa,58,0,100,87,18,71,44,54,10/16/12
75,Contra Costa,52,0,93,70,17,61,57,51,11/21/17
64,Contra Costa,33,0,82,54,9,45,45,35,12/23/17
86,Contra Costa,43,0,100,57,22,48,72,39,1/24/15
71,Contra Costa,48,0,100,72,23,59,41,45,2/9/16
69,Contra Costa,36,0,100,56,24,43,38,30,3/9/10
68,Contra Costa,56,0,93,84,14,68,43,51,4/20/12
68,Del Norte,38,0,100,62,12,50,35,38,1/17/14
84,Del Norte,39,0,100,52,12,45,68,37,3/2/17
87,Del Norte,45,0,100,54,10,50,66,45,4/4/14
71,Del Norte,43,0,96,66,16,55,19,46,5/1/17
78,Del Norte,44,0,97,64,20,52,50,41,6/16/11
77,Del Norte,47,0,86,59,23,55,67,50,6/9/13
88,Del Norte,50,0,100,60,13,55,75,50,6/22/10
94,Del Norte,55,0,100,64,8,59,73,54,7/1/15
90,Del Norte,53,0,100,68,7,60,61,51,7/15/17
83,Del Norte,50,0,100,62,32,56,65,50,7/15/16
84,Del Norte,53,0,93,60,12,58,75,55,8/12/11
89,Del Norte,52,0,100,72,16,61,43,50,8/26/10
92,Del Norte,53,0,100,60,8,54,78,48,8/1/12
86,Del Norte,55,0,93,62,8,58,78,54,9/13/11
100,Del Norte,54,0,100,57,8,54,100,52,9/22/15
83,Del Norte,50,0,100,64,14,55,65,46,9/18/13
92,Del Norte,47,0,100,55,7,50,72,45,11/21/16
99,Del Norte,53,0,100,55,14,53,89,51,12/9/16
98,Del Norte,54,0,100,59,12,55,93,51,1/6/10
89,Del Norte,44,0,100,54,13,46,77,37,2/23/14
77,Del Norte,49,0,93,64,23,54,60,44,3/4/16
80,Del Norte,45,0,89,57,16,50,71,43,4/9/13
80,Del Norte,44,0,93,55,16,48,67,42,5/23/11
84,Del Norte,50,0,100,59,24,55,67,51,6/10/10
79,Del Norte,48,0,96,64,16,57,52,50,6/4/17
86,Del Norte,47,0,100,58,18,52,72,45,6/17/11
94,Del Norte,52,0,100,59,8,54,75,50,7/11/13
86,Del Norte,55,0,100,63,14,59,72,54,7/13/16
83,Del Norte,47,0,97,60,15,51,67,42,7/1/10
92,Del Norte,53,0,100,60,13,55,84,53,8/19/10
88,Del Norte,62,0,100,72,7,66,76,59,8/15/13
93,Del Norte,52,0,100,57,10,54,78,51,8/18/11
89,Del Norte,53,0,100,64,8,58,70,52,9/15/14
84,Del Norte,55,0,100,69,21,61,67,52,9/11/17
87,Del Norte,53,0,96,64,16,58,65,51,9/2/14
76,Del Norte,53,0,100,69,10,60,52,51,10/17/11
91,Del Norte,41,0,100,53,15,44,61,36,11/17/17
68,Del Norte,51,0,75,64,15,60,61,57,12/9/14
91,Del Norte,36,0,100,48,7,39,74,30,1/6/11
96,Del Norte,41,0,100,54,13,46,71,37,2/7/10
84,Del Norte,53,0,93,60,37,57,75,54,3/5/14
93,Del Norte,47,0,100,53,15,47,80,42,4/7/13
72,Del Norte,37,0,96,57,17,44,47,32,5/6/10
78,Del Norte,43,0,93,59,17,47,64,37,6/6/12
89,Del Norte,52,0,100,61,15,56,75,52,6/24/15
92,Del Norte,50,0,100,59,9,54,78,48,6/2/14
90,Del Norte,52,0,96,61,10,56,78,51,7/7/12
89,Del Norte,55,0,100,64,10,60,78,56,7/19/16
86,Del Norte,50,0,94,61,13,56,69,51,7/6/13
97,Del Norte,52,0,100,62,8,56,78,51,8/22/16
43,Del Norte,47,0,87,86,12,70,20,55,8/20/17
94,Del Norte,56,0,100,62,7,58,82,55,9/17/14
80,Del Norte,49,0,100,64,7,57,63,50,9/14/14
95,Del Norte,53,0,100,62,10,55,72,48,9/13/17
75,Del Norte,44,0,93,63,20,52,50,41,10/8/13
93,Del Norte,43,0,100,46,17,44,66,43,11/26/10
94,Del Norte,55,0,100,62,32,58,75,53,12/9/15
82,Del Norte,39,0,100,55,9,45,63,34,1/22/14
93,Del Norte,42,0,100,48,7,44,83,37,2/22/14
88,Del Norte,38,0,100,46,13,42,66,37,3/13/12
82,Del Norte,48,0,100,62,29,54,64,45,4/11/17
90,Del Norte,51,0,100,59,23,55,80,51,5/23/15
92,Del Norte,52,0,100,68,16,58,63,48,6/28/10
93,Del Norte,49,0,100,51,8,52,86,47,6/21/11
77,Del Norte,52,0,96,70,9,60,53,50,6/21/16
92,Del Norte,56,0,100,62,10,59,84,56,7/16/11
90,Del Norte,52,0,100,60,18,56,80,51,7/2/16
79,Del Norte,52,0,100,66,9,58,63,50,7/17/10
89,Del Norte,53,0,100,61,10,58,78,54,8/13/13
88,Del Norte,60,0,100,68,9,64,73,61,8/28/13
93,Del Norte,55,0,100,63,9,58,77,55,8/18/14
93,Del Norte,52,0,100,62,12,54,72,46,9/9/10
79,Del Norte,56,0,93,68,9,62,61,57,9/22/14
42,Del Norte,42,0,90,88,10,71,12,52,9/11/12
84,Del Norte,42,0,97,64,16,50,48,37,10/13/13
72,Del Norte,40,0,92,57,9,48,51,38,11/8/11
83,Del Norte,46,0,89,56,14,53,77,50,12/25/17
89,Del Norte,43,0,100,50,7,44,66,39,1/23/12
94,Del Norte,45,0,100,53,6,47,83,41,2/13/17
90,Del Norte,41,0,100,50,24,44,77,41,3/18/11
87,Del Norte,45,0,93,51,9,49,80,47,4/26/13
86,Del Norte,51,0,100,62,16,56,72,50,5/11/16
78,Del Norte,44,0,97,64,20,52,50,41,6/16/11
82,Del Norte,47,0,100,61,9,54,57,48,6/16/16
88,Del Norte,51,0,96,61,16,56,72,50,6/12/17
90,Del Norte,53,0,100,66,10,58,70,51,7/9/17
97,Del Norte,53,0,100,58,14,55,93,52,7/25/17
94,Del Norte,54,0,100,60,13,57,87,53,7/9/14
81,Del Norte,51,0,89,61,23,57,72,53,8/20/17
46,Del Norte,48,0,96,91,13,74,13,57,8/16/15
93,Del Norte,53,0,100,61,14,56,77,50,8/12/13
88,Del Norte,51,0,100,69,15,58,75,47,9/28/12
76,Del Norte,45,0,93,66,16,53,46,42,9/27/13
84,Del Norte,50,0,100,64,25,55,67,46,9/10/12
94,Del Norte,54,0,100,66,8,60,67,53,10/27/15
76,Del Norte,48,0,88,59,22,56,60,53,11/22/11
94,Del Norte,58,0,100,64,14,60,81,57,12/8/15
70,Del Norte,43,0,86,52,35,49,54,46,1/24/10
88,Del Norte,47,0,93,53,13,50,83,46,2/17/12
83,Del Norte,45,0,100,58,13,51,66,44,3/14/13
44,Del Norte,38,0,61,66,24,59,26,51,4/23/13
39,Del Norte,37,0,48,64,18,62,25,61,5/3/11
88,Del Norte,50,0,97,57,13,54,77,50,6/16/15
81,Del Norte,51,0,100,70,17,59,51,48,6/13/12
89,Del Norte,49,0,100,64,29,56,63,48,6/4/12
86,Del Norte,53,0,100,61,13,57,72,52,7/28/16
97,Del Norte,58,0,100,66,7,60,81,53,7/8/15
92,Del Norte,53,0,100,63,10,58,68,53,7/27/11
89,Del Norte,54,0,100,63,9,58,75,54,8/16/17
82,Del Norte,50,0,100,68,8,58,63,48,8/24/10
86,Del Norte,54,0,100,62,7,58,72,54,8/28/11
92,Del Norte,49,0,100,56,5,52,75,47,9/8/12
84,Del Norte,51,0,100,66,23,57,67,47,9/25/17
82,Del Norte,52,0,100,61,21,56,64,51,9/4/10
94,Del Norte,52,0,100,64,23,56,63,48,10/19/17
78,Del Norte,40,0,89,54,7,47,66,39,11/7/11
94,Del Norte,56,0,100,61,14,58,72,54,12/8/14
82,Del Norte,42,0,100,59,8,49,51,39,1/19/15
45,Del Norte,34,0,66,61,12,56,24,45,2/1/11
64,Del Norte,40,0,89,58,21,50,38,41,3/11/14
94,Del Norte,49,0,100,57,12,52,77,46,4/18/15
81,Del Norte,45,0,93,61,20,50,62,39,5/11/14
90,Del Norte,49,0,100,58,13,52,80,46,6/22/14
67,Del Norte,49,0,89,67,7,59,45,50,6/4/11
96,Del Norte,53,0,100,60,10,55,81,50,6/18/15
96,Del Norte,53,0,100,61,7,56,78,50,7/7/12
88,Del Norte,53,0,100,60,15,56,75,52,7/2/12
94,Del Norte,51,0,100,59,7,52,81,48,7/15/10
93,Del Norte,53,0,100,60,14,57,86,53,8/15/17
96,Del Norte,55,0,100,63,14,58,81,53,8/18/14
80,Del Norte,55,0,93,69,12,60,67,51,8/27/13
82,Del Norte,49,0,94,70,18,58,46,46,9/18/13
82,Del Norte,49,0,100,64,14,57,63,50,9/3/11
71,Del Norte,47,0,100,66,8,57,40,48,9/23/10
86,Del Norte,50,0,100,57,17,55,72,52,10/20/12
75,Del Norte,58,0,100,79,5,66,50,54,11/5/12
,Del Norte,,0,,55,,,,41,12/10/15
92,Del Norte,40,0,100,55,7,44,57,34,1/16/17
94,Del Norte,52,0,100,55,28,53,89,51,2/3/17
87,Del Norte,48,0,94,60,23,50,69,39,3/21/12
100,Del Norte,52,0,100,56,7,49,100,42,4/3/13
97,Del Norte,50,0,100,55,9,52,82,48,5/16/12
96,Del Norte,53,0,100,60,10,55,81,50,6/18/15
81,Del Norte,45,0,93,57,13,50,67,44,6/2/11
88,Del Norte,52,0,100,60,16,56,75,52,6/10/15
88,Del Norte,52,0,100,60,16,57,75,53,7/3/16
94,Del Norte,54,0,100,60,12,56,77,53,7/28/12
87,Del Norte,53,0,97,66,9,58,68,53,7/13/17
83,Del Norte,53,0,93,63,10,59,72,55,8/27/16
89,Del Norte,57,0,100,66,16,62,70,57,8/11/17
,Del Norte,,0,,63,9,56,,50,8/19/11
90,Del Norte,51,0,100,61,8,53,72,45,9/2/12
92,Del Norte,49,0,100,66,12,54,67,44,9/20/11
70,Del Norte,61,0,76,73,10,66,64,58,9/5/17
77,Del Norte,41,0,93,64,18,52,34,39,10/25/11
56,Del Norte,26,0,79,54,12,44,32,34,11/28/15
56,Del Norte,37,0,70,59,10,51,41,42,12/12/17
89,Del Norte,42,0,100,48,12,46,71,43,1/8/16
94,Del Norte,53,0,100,60,31,54,84,48,2/7/17
89,Del Norte,47,0,100,55,8,49,77,42,3/15/14
91,Del Norte,45,0,100,54,12,48,64,42,4/26/12
89,Del Norte,48,0,100,56,13,51,77,46,5/15/12
79,Del Norte,48,0,94,62,16,56,55,50,6/13/16
98,Del Norte,56,0,100,60,15,56,93,52,6/23/13
97,Del Norte,55,0,100,59,25,56,93,53,6/3/10
95,Del Norte,54,0,100,62,16,56,78,50,7/21/12
86,Del Norte,55,0,93,64,18,61,78,57,7/21/14
90,Del Norte,59,0,100,66,9,62,73,59,7/11/15
89,Del Norte,56,0,100,65,15,61,78,56,8/20/14
81,Del Norte,55,0,100,69,21,62,61,54,8/15/15
90,Del Norte,52,0,100,59,8,56,80,52,8/7/13
98,Del Norte,57,0,100,63,12,60,84,56,9/23/13
92,Del Norte,49,0,100,62,8,54,70,46,9/11/16
96,Del Norte,57,0,100,70,6,62,65,54,9/26/10
45,Del Norte,39,0,68,70,14,60,26,51,10/8/17
93,Del Norte,53,0,100,61,7,56,70,50,11/25/14
98,Del Norte,57,0,100,57,9,57,96,57,12/21/14
88,Del Norte,38,0,100,48,7,42,68,36,1/1/13
88,Del Norte,43,0,100,57,7,49,59,41,2/3/12
92,Del Norte,53,0,97,57,9,55,81,53,3/19/16
89,Del Norte,46,0,100,56,23,51,77,46,4/28/13
90,Del Norte,49,0,100,58,23,52,80,45,5/18/16
92,Del Norte,51,0,100,62,21,56,72,50,6/2/13
92,Del Norte,49,0,100,57,13,53,83,49,6/21/12
88,Del Norte,51,0,100,61,13,56,75,51,6/22/15
97,Del Norte,56,0,100,62,12,58,86,55,7/5/15
92,Del Norte,55,0,100,63,8,58,75,54,7/9/14
40,Del Norte,51,0,58,88,17,78,20,68,7/16/15
90,Del Norte,51,0,100,58,18,55,80,51,8/13/10
88,Del Norte,51,0,100,59,10,55,75,51,8/14/10
90,Del Norte,53,0,100,57,12,56,80,54,8/1/11
96,Del Norte,58,0,100,66,13,60,70,55,9/18/17
65,Del Norte,54,0,86,88,13,72,32,57,9/1/14
84,Del Norte,56,0,100,82,12,67,42,52,9/19/15
91,Del Norte,53,0,100,66,8,58,73,53,10/17/11
90,Del Norte,52,0,100,58,20,55,80,51,11/15/10
76,Del Norte,38,0,92,54,21,45,59,36,12/1/16
93,Del Norte,39,0,100,54,9,44,72,34,1/1/14
94,Del Norte,46,0,100,57,7,48,67,39,2/25/16
94,Del Norte,44,0,100,54,14,48,69,41,3/14/13
90,Del Norte,44,0,100,57,15,46,75,37,4/9/15
100,Del Norte,51,0,100,54,8,51,100,48,5/28/15
94,Del Norte,50,0,100,57,10,52,83,48,6/17/15
87,Del Norte,55,0,100,68,20,60,68,53,6/24/14
89,Del Norte,53,0,100,61,10,56,78,51,6/9/16
97,Del Norte,52,0,100,57,7,54,82,50,7/28/10
93,Del Norte,50,0,100,61,9,54,70,47,7/20/10
74,Del Norte,55,0,84,68,13,64,63,60,7/11/15
88,Del Norte,52,0,100,60,15,55,75,50,8/19/16
86,Del Norte,52,0,96,60,13,55,75,50,8/18/16
96,Del Norte,55,0,100,63,9,58,77,53,8/7/14
89,Del Norte,55,0,100,68,14,60,65,55,9/5/13
73,Del Norte,47,0,97,69,21,56,42,44,9/5/15
94,Del Norte,55,0,100,64,9,56,78,48,9/20/15
67,Del Norte,45,0,77,60,23,55,57,49,10/2/17
86,Del Norte,52,0,100,64,9,56,65,48,11/4/16
99,Del Norte,51,0,100,53,15,50,82,48,12/9/10
63,Del Norte,33,0,96,70,9,50,18,30,1/23/14
86,Del Norte,48,0,94,62,16,55,65,48,2/10/12
84,Del Norte,42,0,100,55,10,49,44,43,3/5/10
86,Del Norte,45,0,100,57,21,52,59,46,4/11/13
84,Del Norte,45,0,96,58,17,50,72,41,5/17/17
93,Del Norte,55,0,100,59,25,56,86,52,6/2/10
99,Del Norte,53,0,100,55,16,53,88,51,6/8/10
77,Del Norte,47,0,97,62,15,54,56,48,6/13/17
93,Del Norte,51,0,100,61,7,54,75,50,7/25/13
82,Del Norte,53,0,90,69,8,61,58,53,7/27/14
99,Del Norte,54,0,100,59,13,54,93,51,7/18/12
84,Del Norte,54,0,100,67,16,60,67,52,8/26/13
87,Del Norte,51,0,93,59,12,56,80,52,8/4/10
92,Del Norte,55,0,100,62,13,57,84,52,8/22/15
,Del Norte,,0,,63,8,56,,48,9/8/11
94,Del Norte,59,0,100,65,9,61,87,56,9/6/17
83,Del Norte,54,0,94,66,15,59,63,52,9/26/14
85,Del Norte,49,0,100,59,12,54,67,48,10/25/10
82,Del Norte,39,0,92,49,8,44,71,39,12/13/16
85,Del Norte,42,0,97,52,9,47,57,42,1/15/16
96,Del Norte,49,0,100,54,34,50,74,45,2/26/10
100,Del Norte,52,0,100,53,20,52,100,51,3/3/14
97,Del Norte,50,0,100,54,15,51,93,48,4/7/14
80,Del Norte,45,0,93,57,23,50,66,42,5/11/10
90,Del Norte,50,0,100,58,21,52,80,45,6/17/12
98,Del Norte,50,0,100,54,9,51,82,48,6/21/12
93,Del Norte,54,0,100,66,10,58,75,53,6/19/17
81,Del Norte,54,0,97,66,7,60,68,54,7/24/17
90,Del Norte,52,0,100,61,8,56,75,50,7/7/16
97,Del Norte,52,0,100,57,7,54,82,50,7/28/10
88,Del Norte,52,0,100,68,13,58,63,48,8/7/16
,Del Norte,,0,,63,9,57,,51,8/18/11
89,Del Norte,52,0,100,59,13,55,77,51,8/12/16
88,Del Norte,53,0,100,62,8,58,75,54,9/14/11
96,Del Norte,58,0,100,66,13,60,70,55,9/18/17
81,Del Norte,57,0,100,70,17,61,61,52,9/1/13
89,Del Norte,53,0,100,61,18,58,78,55,10/24/15
80,Del Norte,43,0,92,59,36,49,67,39,11/15/15
76,Del Norte,39,0,92,53,10,47,59,41,12/27/14
80,Del Norte,42,0,100,55,9,49,53,43,1/14/10
85,Del Norte,48,0,93,58,35,51,77,44,2/26/10
92,Del Norte,50,0,100,57,24,51,83,44,3/18/17
92,Del Norte,46,0,100,55,18,47,67,39,4/23/15
85,Del Norte,44,0,100,55,9,47,76,39,5/7/10
87,Del Norte,50,0,100,60,14,56,69,51,6/3/12
76,Del Norte,49,0,100,63,26,56,52,49,6/7/13
92,Del Norte,51,0,100,58,14,54,83,50,6/18/15
89,Del Norte,53,0,100,64,9,58,78,51,7/7/16
86,Del Norte,47,0,100,64,22,54,54,44,7/3/10
97,Del Norte,53,0,100,59,8,54,78,48,7/11/12
93,Del Norte,54,0,100,73,7,62,55,50,8/11/12
89,Del Norte,51,0,100,59,12,54,77,51,8/28/10
96,Del Norte,53,0,100,61,9,56,77,51,8/16/12
92,Del Norte,56,0,100,64,12,58,82,52,9/17/14
93,Del Norte,54,0,100,66,8,56,82,51,9/3/10
97,Del Norte,50,0,100,57,8,50,80,44,9/16/12
89,Del Norte,49,0,100,64,9,54,72,46,10/6/10
79,Del Norte,30,0,100,41,15,36,60,30,11/23/10
95,Del Norte,39,0,100,44,17,40,86,37,12/23/15
91,Del Norte,38,0,100,47,9,40,82,32,1/17/13
84,Del Norte,51,0,100,62,13,57,67,52,2/11/16
90,Del Norte,51,0,100,61,9,54,57,48,3/3/16
92,Del Norte,47,0,100,54,14,51,83,48,4/15/12
56,El Dorado,33,0,82,66,6,51,29,35,1/9/12
54,El Dorado,40,0,88,71,9,61,34,51,2/12/16
69,El Dorado,48,0,89,67,21,59,48,51,3/7/14
59,El Dorado,48,0,93,78,23,66,24,54,4/27/17
39,El Dorado,24,0,68,73,24,62,9,50,5/22/13
