avgHumidity,county,dewPoint,fire,maxHumidity,maxTemp,maxWind,meanTemp,minHumidity,minTemp,startDate
35,Placer,13,0,62,65,39,53,8,41,5/25/12
32,Placer,32,0,55,96,23,75,8,53,6/11/13
34,Placer,43,0,72,98,17,78,10,57,6/19/17
19,Placer,10,0,60,77,22,56,6,35,6/9/12
49,Placer,59,0,73,98,9,82,27,66,7/21/12
59,Placer,51,0,94,82,20,68,32,53,7/12/15
46,Placer,53,0,76,95,6,78,24,60,8/16/11
,Placer,,0,,60,,,,52,8/18/15
54,Placer,57,0,82,93,10,76,26,60,8/16/10
58,Placer,56,0,87,93,8,75,29,57,9/28/11
,Placer,,0,,98,13,54,,10,9/25/16
35,Placer,47,0,52,95,8,80,17,65,9/26/12
81,Placer,40,0,89,52,7,46,68,39,10/18/10
40,Placer,30,0,65,80,10,60,15,39,11/2/11
84,Placer,52,0,100,65,16,58,67,50,12/22/15
69,Placer,37,0,100,53,12,46,47,39,1/8/14
71,Placer,34,0,100,60,20,45,34,30,3/6/17
46,Placer,43,0,72,84,15,70,20,55,4/15/14
,Plumas,,0,,41,,,,21,1/23/13
60,Plumas,39,0,81,73,9,58,27,44,2/24/14
63,Plumas,46,0,93,75,7,60,27,46,3/17/16
75,Plumas,29,0,93,42,12,37,57,33,4/3/14
,Plumas,,0,,66,,,,34,5/6/15
36,Plumas,45,0,57,96,21,78,14,59,6/16/17
,Plumas,,0,,84,,,,47,6/21/15
20,Plumas,27,0,33,86,26,72,11,57,7/20/16
,Plumas,,0,,90,,,,50,7/20/13
,Plumas,,0,,86,,,,47,7/8/15
,Plumas,,0,,84,,,,45,8/27/14
,Plumas,,0,,93,,,,50,8/10/16
,Plumas,,0,,86,,,,46,9/5/11
64,Plumas,51,0,94,82,12,68,26,55,9/23/13
,Plumas,,0,,61,,,,34,10/23/11
,Plumas,,0,,53,,,,25,11/9/12
,Plumas,,0,,46,,,,25,12/3/15
,Plumas,,0,,41,,,,21,1/23/11
51,Plumas,29,0,82,70,12,52,20,34,2/19/15
,Plumas,,0,,55,,,,29,3/28/11
,Plumas,,0,,59,,,,32,4/26/14
,Plumas,,0,,68,,,,36,5/3/15
61,Plumas,37,0,81,59,21,50,39,42,6/12/17
,Plumas,,0,,78,,,,43,6/4/10
,Plumas,,0,,85,,,,47,6/28/12
47,Plumas,59,0,78,97,9,82,21,68,7/8/11
28,Plumas,41,0,46,95,18,79,14,63,7/14/10
,Plumas,,0,,88,,,,48,7/18/13
25,Plumas,28,0,38,75,10,66,16,59,8/7/16
,Plumas,,0,,92,,,,50,8/10/11
27,Plumas,39,0,43,99,23,82,11,65,8/8/12
26,Plumas,33,0,34,78,9,70,20,62,9/18/12
,Plumas,,0,,82,,,,44,9/10/11
,Plumas,,0,,86,,,,46,9/3/10
,Plumas,,0,,70,,,,35,10/9/10
,Plumas,,0,,48,,,,25,11/18/10
,Plumas,,0,,46,,,,25,12/3/10
,Plumas,,0,,51,,,,25,2/27/12
,Plumas,,0,,52,,,,26,3/4/11
30,Plumas,23,0,52,68,23,50,16,33,4/15/14
52,Plumas,31,0,86,70,18,58,18,46,5/8/15
,Plumas,,0,,74,,,,41,6/1/14
,Plumas,,0,,74,,,,41,6/1/16
33,Plumas,27,0,58,69,25,58,18,47,6/11/10
,Plumas,,0,,91,,,,49,7/25/16
26,Plumas,31,0,40,75,12,68,15,62,7/13/13
35,Plumas,39,0,67,87,20,71,12,55,7/1/17
25,Plumas,40,0,35,93,21,80,15,68,8/4/17
,Plumas,,0,,91,,,,50,8/6/15
,Plumas,,0,,91,,,,48,8/2/11
,Plumas,,0,,86,,,,46,9/5/10
,Plumas,,0,,74,,,,41,9/18/10
,Plumas,,0,,79,,,,41,9/13/13
37,Plumas,37,0,49,72,6,64,28,57,10/17/11
,Plumas,,0,,49,,,,24,11/14/11
96,Plumas,43,0,100,48,8,44,76,41,12/13/16
94,Plumas,29,0,100,32,26,30,87,28,1/20/10
,Plumas,,0,,42,,,,20,2/1/16
69,Plumas,40,0,87,64,8,52,39,39,3/10/17
86,Plumas,34,0,100,46,10,39,63,33,4/22/10
26,Plumas,12,0,44,69,15,54,7,38,5/6/12
,Plumas,,0,,77,,,,43,6/12/14
26,Plumas,29,0,41,87,23,69,10,50,6/5/17
42,Plumas,40,0,55,77,25,66,25,55,6/25/12
39,Plumas,38,0,53,69,20,63,33,55,7/16/12
47,Plumas,50,0,68,78,7,72,28,66,7/8/10
,Plumas,,0,,86,,,,47,7/7/12
27,Plumas,39,0,45,86,10,77,17,70,8/16/12
31,Plumas,41,0,52,95,22,81,10,66,8/1/14
33,Plumas,37,0,48,75,13,68,20,61,8/10/15
43,Plumas,42,0,82,84,10,67,19,50,9/7/12
25,Plumas,38,0,53,95,16,77,12,61,9/26/17
,Plumas,,0,,85,,,,47,9/6/11
,Plumas,,0,,72,,,,34,10/8/10
73,Plumas,38,0,96,54,17,44,50,33,11/20/13
75,Plumas,35,0,100,55,9,44,41,32,12/25/17
86,Plumas,42,0,100,51,30,46,71,42,1/22/17
57,Plumas,36,0,76,68,12,54,30,41,2/28/13
73,Plumas,32,0,93,48,17,40,50,33,3/22/17
,Plumas,,0,,61,,,,33,4/21/15
65,Plumas,39,0,87,57,14,52,44,44,5/6/17
,Plumas,,0,,76,,,,42,6/5/16
,Plumas,,0,,85,,,,47,6/27/16
,Plumas,,0,,88,,,,48,7/12/14
35,Plumas,33,0,66,77,21,62,16,46,7/27/15
72,Plumas,47,0,100,68,28,58,45,48,7/9/15
,Plumas,,0,,86,,,,49,8/18/11
45,Plumas,53,0,73,87,16,76,25,66,8/22/14
,Plumas,,0,,93,,,,50,8/10/15
,Plumas,,0,,81,,,,43,9/10/13
39,Plumas,23,0,53,57,12,48,25,39,9/23/17
,Plumas,,0,,84,,,,44,9/7/12
32,Plumas,23,0,56,71,17,53,14,35,10/11/16
,Plumas,,0,,55,,,,26,11/8/11
73,Plumas,30,0,87,44,32,36,53,28,12/17/12
,Plumas,,0,,40,,,,22,1/21/15
54,Plumas,19,0,93,53,15,38,15,24,2/22/16
50,Plumas,39,0,77,73,10,60,25,46,3/21/14
,Plumas,,0,,59,,,,31,4/19/14
,Plumas,,0,,73,,,,38,5/18/13
,Plumas,,0,,79,,,,45,6/12/10
34,Plumas,43,0,67,95,16,76,13,57,6/19/17
35,Plumas,51,0,60,95,9,82,20,68,6/4/16
,Plumas,,0,,86,,,,48,7/10/15
,Plumas,,0,,87,,,,48,7/6/16
,Plumas,,0,,90,,,,50,7/23/14
32,Plumas,37,0,62,89,15,70,15,51,8/13/17
28,Plumas,44,0,63,104,9,83,10,62,8/26/17
44,Plumas,47,0,68,80,21,71,28,60,9/2/13
,Plumas,,0,,81,,,,43,9/11/12
,Plumas,,0,,83,,,,43,9/9/11
,Plumas,,0,,70,,,,35,10/9/11
49,Plumas,32,0,76,60,22,50,25,41,11/24/17
70,Plumas,39,0,87,64,9,52,40,39,12/1/13
94,Plumas,34,0,100,41,28,37,72,33,1/13/10
36,Plumas,20,0,45,52,8,46,30,39,2/20/14
53,Plumas,42,0,80,73,12,60,34,46,3/14/14
71,Plumas,29,0,100,46,29,39,46,32,4/13/17
,Plumas,,0,,76,,,,43,5/27/11
19,Plumas,21,0,30,73,12,66,12,59,6/22/15
,Plumas,,0,,86,,,,46,6/21/11
,Plumas,,0,,92,,,,51,7/25/12
,Plumas,,0,,86,,,,47,7/8/11
48,Plumas,48,0,65,73,8,68,37,62,7/27/10
33,Plumas,39,0,72,87,28,71,13,55,8/19/17
19,Plumas,23,0,45,91,17,72,6,53,8/19/10
,Plumas,,0,,84,,,,46,8/20/15
31,Plumas,36,0,42,80,24,70,19,60,9/3/15
,Plumas,,0,,77,,,,39,9/16/10
28,Plumas,43,0,38,96,13,82,15,68,9/14/14
33,Plumas,31,0,57,78,9,62,18,46,10/18/17
,Plumas,,0,,48,,,,28,11/16/11
,Plumas,,0,,41,,,,20,12/14/13
36,Plumas,16,0,58,63,6,46,14,29,1/4/12
,Plumas,,0,,51,,,,25,2/27/13
58,Plumas,46,0,94,73,23,65,20,57,3/15/15
53,Plumas,22,0,81,48,37,40,32,33,4/12/12
,Plumas,,0,,68,,,,38,5/11/11
,Plumas,,0,,75,,,,43,6/8/12
46,Plumas,49,0,82,89,18,71,21,53,6/17/17
28,Plumas,28,0,45,84,26,69,10,54,6/2/14
,Plumas,,0,,89,,,,48,7/7/10
25,Plumas,36,0,51,98,15,76,11,53,7/8/17
,Plumas,,0,,90,,,,50,7/19/13
21,Plumas,29,0,37,93,24,72,9,50,8/7/12
47,Plumas,55,0,78,95,12,80,23,66,8/13/11
30,Plumas,41,0,48,97,17,80,11,62,8/18/17
,Plumas,,0,,74,,,,40,9/19/14
,Plumas,,0,,74,,,,38,9/27/11
25,Plumas,31,0,42,80,25,68,13,57,9/2/15
55,Plumas,42,0,67,65,14,59,43,52,10/10/11
44,Plumas,32,0,61,66,17,55,27,43,11/6/16
,Plumas,,0,,38,,,,18,12/28/12
,Plumas,,0,,41,,,,21,1/26/14
60,Plumas,29,0,93,68,9,47,20,26,2/16/16
56,Plumas,33,0,93,64,17,50,30,37,3/1/15
66,Plumas,38,0,71,55,22,50,58,46,4/13/11
,Plumas,,0,,70,,,,37,5/8/10
25,Plumas,34,0,47,91,8,73,12,55,6/22/17
29,Plumas,41,0,59,91,14,76,10,62,6/6/17
61,Plumas,35,0,74,53,10,46,46,39,6/10/10
20,Plumas,34,0,32,98,20,78,10,57,7/28/16
33,Plumas,44,0,52,91,16,78,15,64,7/17/14
,Plumas,,0,,90,,,,50,7/21/10
,Plumas,,0,,90,,,,48,8/12/10
19,Plumas,21,0,40,91,18,68,5,46,8/1/12
,Plumas,,0,,86,,,,46,8/23/13
,Plumas,,0,,84,,,,44,9/7/12
24,Plumas,31,0,34,79,12,70,16,64,9/17/12
28,Plumas,26,0,46,77,18,60,12,44,9/3/16
85,Plumas,28,0,87,35,5,34,75,32,10/20/16
50,Plumas,15,0,81,49,7,36,19,22,11/23/13
39,Plumas,12,0,67,42,17,38,17,33,12/16/17
,Plumas,,0,,40,,,,18,1/4/10
,Plumas,,0,,46,,,,24,2/10/10
,Plumas,,0,,53,,,,30,3/10/14
42,Plumas,42,0,55,82,23,68,23,53,4/16/14
,Plumas,,0,,70,,,,38,5/12/12
99,Plumas,47,0,100,51,15,48,88,46,6/24/13
48,Plumas,54,0,61,89,20,77,32,66,6/25/14
30,Plumas,32,0,57,84,17,65,12,46,6/2/13
35,Plumas,31,0,62,84,15,64,12,44,7/18/12
18,Plumas,27,0,28,84,22,73,8,62,7/11/13
27,Plumas,35,0,44,89,21,71,12,53,7/15/13
,Plumas,,0,,93,,,,50,8/2/10
,Plumas,,0,,91,,,,50,8/8/10
,Plumas,,0,,91,,,,50,8/11/15
,Plumas,,0,,75,,,,37,9/28/14
,Plumas,,0,,83,,,,45,9/8/10
38,Plumas,36,0,51,72,18,64,24,57,9/2/15
57,Plumas,32,0,78,62,16,47,35,31,10/21/17
,Plumas,,0,,50,,,,24,11/18/10
67,Plumas,20,0,93,33,13,28,48,23,12/24/16
,Plumas,,0,,41,,,,21,1/23/17
,Plumas,,0,,48,,,,25,2/25/10
43,Plumas,15,0,82,48,12,39,18,30,3/9/13
,Plumas,,0,,61,,,,32,4/16/11
72,Plumas,32,0,93,48,18,40,48,33,5/5/14
87,Plumas,52,0,94,57,9,56,67,55,6/10/15
37,Plumas,47,0,53,82,10,75,24,69,6/25/17
,Plumas,,0,,75,,,,41,6/2/13
,Plumas,,0,,89,,,,49,7/17/13
,Plumas,,0,,89,,,,49,7/24/15
23,Plumas,24,0,43,82,21,63,9,44,7/12/16
,Plumas,,0,,90,,,,50,8/5/12
20,Plumas,37,0,29,90,10,84,17,77,8/25/10
22,Plumas,31,0,33,81,13,73,13,66,8/1/12
36,Plumas,38,0,43,75,14,68,24,62,9/28/15
,Plumas,,0,,83,,,,43,9/9/15
30,Plumas,24,0,60,77,28,57,12,37,9/20/13
,Plumas,,0,,62,,,,32,10/15/15
47,Plumas,24,0,63,48,28,40,31,31,11/23/16
58,Plumas,21,0,75,39,8,36,43,32,12/14/11
42,Plumas,9,0,79,57,10,36,13,14,1/22/14
,Plumas,,0,,41,,,,20,2/6/15
87,Plumas,33,0,93,42,15,38,70,34,3/23/15
,Plumas,,0,,61,,,,31,4/11/13
,Plumas,,0,,72,,,,37,5/15/14
,Plumas,,0,,75,,,,43,6/8/13
61,Plumas,37,0,81,59,21,50,39,42,6/12/17
,Plumas,,0,,84,,,,46,6/22/16
56,Plumas,56,0,88,89,28,76,25,64,7/3/15
,Plumas,,0,,91,,,,49,7/25/16
19,Plumas,25,0,37,91,20,70,6,48,7/25/16
,Plumas,,0,,85,,,,47,8/19/10
,Plumas,,0,,85,,,,47,8/21/10
,Plumas,,0,,82,,,,46,8/26/16
34,Plumas,42,0,54,91,23,73,17,55,9/11/17
37,Plumas,42,0,56,89,10,74,17,59,9/7/12
,Plumas,,0,,62,,,,32,10/15/15
47,Plumas,28,0,56,51,8,48,38,44,11/28/13
,Plumas,,0,,37,,,,18,12/23/12
,Plumas,,0,,41,,,,22,1/15/11
,Plumas,,0,,41,,,,20,2/5/17
,Plumas,,0,,50,,,,24,3/5/13
61,Plumas,24,0,100,44,18,38,36,32,4/13/12
,Plumas,,0,,77,,,,41,5/28/11
,Plumas,,0,,85,,,,47,6/20/10
35,Plumas,31,0,61,71,25,56,20,41,6/17/16
,Plumas,,0,,76,,,,42,6/5/10
21,Plumas,32,0,24,82,8,76,18,71,7/24/16
,Plumas,,0,,84,,,,47,7/1/15
,Plumas,,0,,91,,,,50,7/12/10
,Plumas,,0,,85,,,,46,8/22/13
,Plumas,,0,,86,,,,46,8/28/11
,Plumas,,0,,85,,,,48,8/18/10
,Plumas,,0,,74,,,,40,9/19/16
,Plumas,,0,,74,,,,41,9/18/16
33,Plumas,37,0,42,75,14,68,17,61,9/11/16
,Plumas,,0,,73,,,,38,10/1/11
26,Plumas,14,0,41,55,7,48,14,41,11/12/15
,Plumas,,0,,40,,,,20,12/21/11
98,Plumas,49,0,100,57,13,52,77,46,1/17/15
,Plumas,,0,,46,,,,23,2/11/17
62,Plumas,44,0,94,66,21,58,39,50,3/19/13
78,Plumas,53,0,94,64,26,58,59,53,4/4/13
28,Plumas,23,0,44,68,32,59,10,48,5/4/14
,Plumas,,0,,84,,,,47,6/24/13
,Plumas,,0,,85,,,,47,6/28/14
22,Plumas,20,0,42,73,17,61,13,50,6/10/12
,Plumas,,0,,91,,,,49,7/27/12
26,Plumas,36,0,51,95,18,75,11,55,7/9/17
49,Plumas,56,0,68,91,12,80,31,68,7/23/10
26,Plumas,30,0,54,91,31,70,6,48,8/13/15
,Plumas,,0,,90,,,,50,8/5/15
33,Plumas,52,0,40,95,9,86,24,77,8/15/12
35,Plumas,25,0,46,64,10,53,22,43,9/24/17
,Plumas,,0,,83,,,,43,9/9/14
44,Plumas,46,0,63,86,25,72,25,58,9/12/13
,Plumas,,0,,68,,,,35,10/11/10
,Plumas,,0,,46,,,,23,11/25/14
,Plumas,,0,,40,,,,19,12/18/11
,Plumas,,0,,41,,,,20,1/12/12
,Plumas,,0,,44,,,,20,2/4/15
65,Plumas,44,0,93,80,18,62,24,44,3/25/15
,Plumas,,0,,63,,,,31,4/5/11
,Riverside,,0,,58,,,,40,1/9/15
78,Riverside,43,0,100,75,17,56,26,37,2/24/14
,Riverside,,0,,63,,,,42,3/25/10
14,Riverside,17,0,24,90,12,71,7,54,4/8/14
37,Riverside,41,0,88,87,15,72,17,57,5/17/14
,Riverside,,0,,83,,,,54,6/17/13
,Riverside,,0,,86,,,,55,6/23/11
,Riverside,,0,,73,,,,55,6/22/11
67,Riverside,63,0,90,90,17,77,45,64,7/26/17
,Riverside,,0,,91,,,,59,7/25/11
,Riverside,,0,,90,,,,59,7/17/12
,Riverside,,0,,92,,,,61,8/5/17
71,Riverside,61,0,90,83,16,73,47,63,8/19/14
22,Riverside,52,0,32,115,20,102,12,88,8/28/17
,Riverside,,0,,81,,,,56,9/24/14
75,Riverside,62,0,100,90,15,74,34,59,9/2/14
69,Riverside,60,0,96,86,14,72,40,59,9/1/15
66,Riverside,40,0,100,88,13,64,12,41,10/14/13
,Riverside,,0,,63,,,,44,11/26/11
,Riverside,,0,,60,,,,41,12/23/10
12,Riverside,10,0,22,79,14,66,5,54,1/19/13
54,Riverside,37,0,79,71,12,57,21,43,2/2/15
85,Riverside,46,0,100,64,6,54,47,45,3/26/12
77,Riverside,53,0,96,71,14,62,49,53,4/10/16
20,Riverside,18,0,71,95,25,69,4,45,5/13/14
84,Riverside,56,0,100,84,16,67,41,50,6/24/10
22,Riverside,34,0,37,93,15,78,10,64,6/9/11
78,Riverside,61,0,100,86,14,72,48,60,6/22/17
,Riverside,,0,,90,,,,58,7/12/13
69,Riverside,59,0,94,89,20,72,39,57,7/7/16
,Riverside,,0,,89,,,,58,7/9/15
,Riverside,,0,,92,,,,61,8/19/15
75,Riverside,60,0,84,73,8,68,65,64,8/26/12
16,Riverside,36,0,30,105,22,90,7,79,8/15/11
67,Riverside,56,0,97,86,15,68,36,50,9/5/15
77,Riverside,56,0,96,81,16,66,44,53,9/6/10
51,Riverside,51,0,80,90,15,72,23,55,9/24/12
23,Riverside,28,0,36,90,12,75,9,60,10/21/13
68,Riverside,49,0,77,67,8,61,58,55,11/21/13
69,Riverside,36,0,86,57,8,47,47,37,12/20/14
57,Riverside,30,0,96,61,16,46,32,30,1/26/17
16,Riverside,19,0,23,80,16,69,9,58,2/23/16
,Riverside,,0,,59,,,,40,3/3/10
,Riverside,,0,,60,,,,39,4/10/10
,Riverside,,0,,73,,,,49,5/8/13
64,Riverside,52,0,89,81,17,66,32,50,6/17/14
11,Riverside,27,0,18,104,23,88,6,71,6/2/13
,Riverside,,0,,77,,,,52,6/8/14
,Riverside,,0,,88,,,,58,7/2/15
69,Riverside,59,0,90,81,16,71,49,59,7/6/15
70,Riverside,57,0,90,79,,69,47,59,7/3/12
54,Riverside,60,0,90,99,17,80,29,61,8/6/12
,Riverside,,0,,93,,,,61,8/21/17
,Riverside,,0,,92,,,,61,8/3/10
46,Riverside,56,0,65,97,14,80,23,64,9/28/10
67,Riverside,52,0,94,84,15,66,37,48,9/16/16
,Riverside,,0,,86,,,,58,9/13/17
77,Riverside,56,0,100,82,15,66,45,53,10/1/17
78,Riverside,52,0,94,75,20,60,51,44,11/2/15
68,Riverside,43,0,100,61,8,46,41,32,12/20/13
76,Riverside,35,0,89,50,26,44,54,37,1/22/10
100,Riverside,51,0,100,54,6,50,100,45,2/5/10
49,Riverside,41,0,100,79,22,61,12,43,3/23/10
22,Riverside,33,0,42,91,18,77,12,64,4/19/12
32,Riverside,31,0,59,78,23,65,12,55,5/28/10
,Riverside,,0,,87,,,,56,6/25/17
53,Riverside,49,0,86,90,,68,26,47,6/28/12
,Riverside,,0,,82,,,,54,6/16/13
62,Riverside,63,0,93,90,15,76,40,63,7/12/17
24,Riverside,50,0,37,115,20,99,10,83,7/14/17
,Riverside,,0,,92,,,,60,7/27/16
19,Riverside,37,0,26,97,21,83,11,71,8/26/16
70,Riverside,64,0,93,86,16,75,48,64,8/22/12
,Riverside,,0,,92,,,,61,8/2/15
79,Riverside,57,0,100,86,14,69,35,52,9/1/11
,Riverside,,0,,86,,,,57,9/14/14
24,Riverside,44,0,39,109,12,94,8,79,9/21/12
48,Riverside,47,0,80,99,,76,16,52,10/2/12
,Riverside,,0,,65,,,,44,11/14/13
62,Riverside,27,0,92,61,4,44,20,27,12/28/14
94,Riverside,49,0,100,55,12,52,77,48,1/22/17
35,Riverside,28,0,61,82,9,65,9,47,2/25/15
22,Riverside,27,0,35,91,29,75,8,59,3/17/14
39,Riverside,36,0,66,81,36,68,12,55,4/13/11
40,Riverside,39,0,59,84,23,69,20,53,5/19/11
,Riverside,,0,,75,,,,51,6/3/14
83,Riverside,56,0,100,82,17,66,42,50,6/25/10
,Riverside,,0,,72,,,,55,6/20/12
71,Riverside,58,0,96,86,16,70,44,55,7/2/16
,Riverside,,0,,88,,,,58,7/4/15
,Riverside,,0,,77,,,,57,7/26/12
50,Riverside,60,0,78,104,15,85,22,66,8/27/11
,Riverside,,0,,92,,,,61,8/1/13
75,Riverside,58,0,94,83,14,69,47,55,8/13/11
28,Riverside,46,0,38,95,13,82,19,70,9/6/15
,Riverside,,0,,82,,,,56,9/19/14
,Riverside,,0,,89,,,,60,9/1/11
58,Riverside,42,0,89,74,9,62,27,49,10/10/13
58,Riverside,38,0,100,77,8,58,19,39,11/27/13
,Riverside,,0,,61,,,,42,12/28/12
,Riverside,,0,,59,,,,40,1/7/12
58,Riverside,39,0,97,75,10,54,22,34,2/23/14
79,Riverside,53,0,100,69,9,58,58,48,3/5/16
,Riverside,,0,,66,,,,43,4/17/17
72,Riverside,53,0,100,75,17,62,43,50,5/21/10
,Riverside,,0,,77,,,,52,6/9/12
,Riverside,,0,,82,,,,53,6/15/13
43,Riverside,44,0,86,86,,66,19,45,6/26/12
66,Riverside,57,0,87,82,17,72,42,61,7/12/11
81,Riverside,65,0,100,81,10,70,45,61,7/18/15
19,Riverside,41,0,27,102,17,88,11,75,7/3/16
80,Riverside,58,0,100,90,15,72,31,55,8/10/16
69,Riverside,56,0,94,88,15,71,30,54,8/24/14
62,Riverside,57,0,93,90,16,72,33,54,8/16/10
73,Riverside,61,0,100,88,15,72,37,57,9/17/12
77,Riverside,56,0,96,81,16,66,44,53,9/6/10
,Riverside,,0,,88,,,,58,9/8/16
,Riverside,,0,,73,,,,48,10/21/13
,Riverside,,0,,68,,,,47,11/5/16
,Riverside,,0,,66,,,,37,12/14/12
,Riverside,,0,,58,,,,41,1/14/11
94,Riverside,54,0,100,63,13,56,72,50,2/6/10
,Riverside,,0,,63,,,,42,3/25/15
69,Riverside,48,0,94,68,10,57,49,48,4/21/15
58,Riverside,52,0,96,86,15,68,34,50,5/16/12
84,Riverside,59,0,100,86,17,70,40,54,6/16/15
72,Riverside,59,0,93,88,16,72,39,59,6/9/14
83,Riverside,52,0,100,82,0,64,37,48,6/16/13
54,Riverside,52,0,96,90,,71,28,52,7/8/12
,Riverside,,0,,90,,,,59,7/16/12
,Riverside,,0,,88,,,,57,7/1/12
73,Riverside,62,0,93,84,15,73,47,63,8/21/15
51,Riverside,56,0,84,97,15,78,21,61,8/5/15
22,Riverside,52,0,32,115,20,102,12,88,8/28/17
35,Riverside,55,0,53,98,16,84,19,73,9/12/15
,Riverside,,0,,82,,,,57,9/18/17
45,Riverside,55,0,66,97,18,84,24,71,9/18/17
,Riverside,,0,,80,,,,54,10/3/17
80,Riverside,42,0,100,64,14,48,43,32,11/10/10
20,Riverside,20,0,25,70,24,62,16,55,12/17/17
,Riverside,,0,,58,,,,41,1/17/10
46,Riverside,32,0,73,68,8,54,23,39,2/1/13
75,Riverside,43,0,100,64,12,50,50,37,3/12/16
55,Riverside,46,0,97,83,16,63,24,43,4/28/11
,Riverside,,0,,78,,,,52,5/24/10
,Riverside,,0,,75,,,,51,6/4/10
,Riverside,,0,,76,,,,51,6/6/12
,Riverside,,0,,79,,,,52,6/11/14
,Riverside,,0,,90,,,,59,7/18/14
,Riverside,,0,,91,,,,59,7/24/13
50,Riverside,56,0,81,93,20,75,29,57,7/20/12
68,Riverside,59,0,90,88,13,74,37,59,8/20/14
48,Riverside,60,0,73,99,15,82,21,66,8/10/12
,Riverside,,0,,92,,,,61,8/10/13
61,Riverside,55,0,92,89,13,68,32,48,9/17/16
70,Riverside,66,0,93,90,15,77,46,64,9/5/17
18,Riverside,32,0,30,100,15,83,8,66,9/22/11
80,Riverside,56,0,100,81,9,66,39,52,10/21/14
,Riverside,,0,,65,,,,44,11/15/16
88,Riverside,43,0,97,57,22,48,55,39,12/23/16
,Riverside,,0,,59,,,,40,1/6/17
,Riverside,,0,,56,,,,40,2/9/12
58,Riverside,37,0,100,79,15,56,14,32,3/10/12
,Riverside,,0,,58,,,,38,4/7/10
64,Riverside,51,0,90,75,16,63,43,52,5/24/13
84,Riverside,56,0,100,84,16,67,41,50,6/24/10
,Riverside,,0,,75,,,,51,6/1/12
71,Riverside,57,0,100,88,17,69,34,50,6/14/10
,Riverside,,0,,90,,,,59,7/19/10
65,Riverside,59,0,93,86,0,71,33,56,7/11/14
66,Riverside,62,0,93,88,,76,43,63,7/22/13
85,Riverside,57,0,100,83,17,67,42,52,8/6/10
13,Riverside,30,0,21,102,12,88,6,75,8/13/13
46,Riverside,51,0,84,92,16,72,23,54,8/21/10
,Riverside,,0,,84,,,,57,9/16/17
70,Riverside,50,0,93,82,17,63,34,44,9/10/10
,Riverside,,0,,81,,,,56,9/25/11
77,Riverside,57,0,100,77,,64,50,53,10/9/12
,Riverside,,0,,69,,,,47,11/3/13
61,Riverside,30,0,92,64,5,46,24,27,12/12/15
79,Riverside,53,0,93,74,10,53,73,32,1/3/14
82,Riverside,40,0,100,52,16,43,45,34,2/26/11
85,Riverside,51,0,100,74,16,59,37,45,3/26/13
,Riverside,,0,,69,,,,45,4/22/14
62,Riverside,56,0,97,90,14,71,31,53,5/22/17
,Riverside,,0,,83,,,,54,6/18/14
71,Riverside,55,0,83,74,18,66,53,59,6/4/12
,Riverside,,0,,88,,,,56,6/27/17
46,Riverside,50,0,77,95,,72,18,52,7/9/12
,Riverside,,0,,90,,,,59,7/20/12
65,Riverside,59,0,93,86,0,71,33,56,7/11/14
,Riverside,,0,,92,,,,62,8/25/15
49,Riverside,52,0,87,95,15,76,16,56,8/20/10
,Riverside,,0,,92,,,,61,8/7/11
,Riverside,,0,,89,,,,60,9/1/15
,Riverside,,0,,89,,,,60,9/2/13
48,Riverside,44,0,86,95,16,69,16,45,9/24/16
55,Riverside,49,0,100,100,,74,11,50,10/17/12
,Riverside,,0,,67,,,,46,11/8/17
80,Riverside,36,0,100,57,0,44,44,30,12/6/13
,Riverside,,0,,58,,,,40,1/21/15
18,Riverside,7,0,66,65,25,52,7,36,2/24/13
89,Riverside,49,0,100,77,14,60,38,42,3/5/14
,Riverside,,0,,69,,,,44,4/21/14
83,Riverside,45,0,100,70,16,54,44,39,5/19/11
,Riverside,,0,,76,,,,51,6/6/10
,Riverside,,0,,82,,,,54,6/16/13
,Riverside,,0,,83,,,,54,6/18/14
68,Riverside,56,0,100,86,16,70,37,54,7/25/12
,Riverside,,0,,90,,,,59,7/18/16
,Riverside,,0,,88,,,,58,7/5/12
53,Riverside,70,0,70,101,14,93,36,84,8/18/12
36,Riverside,57,0,51,99,17,90,20,82,8/16/12
68,Riverside,59,0,90,88,13,74,37,59,8/20/14
,Riverside,,0,,81,,,,56,9/23/13
45,Riverside,57,0,64,96,14,84,26,71,9/15/11
73,Riverside,56,0,90,75,10,66,52,54,9/25/11
84,Riverside,56,0,96,68,12,62,70,59,10/18/10
50,Riverside,42,0,72,75,24,65,27,54,11/4/13
86,Riverside,46,0,100,70,12,54,49,39,12/3/17
86,Riverside,52,0,100,64,10,58,56,51,1/19/16
81,Riverside,44,0,100,70,9,54,36,39,2/19/16
21,Riverside,13,0,27,64,21,53,14,42,3/14/10
78,Riverside,53,0,94,72,14,62,51,55,4/19/11
32,Riverside,40,0,44,84,24,74,19,63,5/24/16
,Riverside,,0,,85,,,,55,6/21/11
74,Riverside,54,0,100,81,0,66,39,50,6/19/13
71,Riverside,58,0,93,83,16,70,42,57,6/24/14
,Riverside,,0,,90,,,,59,7/13/15
68,Riverside,60,0,93,87,16,72,39,57,7/11/16
,Riverside,,0,,90,,,,59,7/21/14
,Riverside,,0,,93,,,,61,8/20/11
63,Riverside,59,0,90,86,15,74,35,61,8/25/14
,Riverside,,0,,92,,,,61,8/17/11
,Riverside,,0,,86,,,,58,9/13/10
